year,source,geo_type,name,Total,White,Black,Hispanic,state_fips,county_fips,place_fips
2020,acs5,county,"Vernon County, Missouri",20560,19257,82,461,29,217,
2020,acs5,county,"Warren County, Missouri",35090,31873,639,1220,29,219,
2020,acs5,county,"Washington County, Missouri",24819,23254,513,363,29,221,
2020,acs5,county,"Wayne County, Missouri",13058,12222,79,248,29,223,
2020,acs5,county,"Webster County, Missouri",39127,36719,227,841,29,225,
2020,acs5,county,"Worth County, Missouri",2001,1921,12,48,29,227,
2020,acs5,county,"Wright County, Missouri",18256,17074,25,376,29,229,
2020,acs5,place,"Adrian city, Missouri",2058,1869,63,21,29,,00244
2020,acs5,place,"Advance city, Missouri",1430,1361,3,18,29,,00262
2020,acs5,place,"Affton CDP, Missouri",19580,17191,615,676,29,,00280
2020,acs5,place,"Agency village, Missouri",704,626,0,22,29,,00298
2020,acs5,place,"Airport Drive village, Missouri",678,633,0,16,29,,00424
2020,acs5,place,"Alba city, Missouri",749,673,0,18,29,,00496
2020,acs5,place,"Albany city, Missouri",1924,1780,17,84,29,,00514
2020,acs5,place,"Aldrich village, Missouri",66,62,0,0,29,,00568
2020,acs5,place,"Alexandria city, Missouri",105,101,0,0,29,,00604
2020,acs5,place,"Allendale village, Missouri",64,63,0,0,29,,00712
2020,acs5,place,"Allenville village, Missouri",101,93,0,4,29,,00748
2020,acs5,place,"Alma city, Missouri",584,579,2,3,29,,00802
2020,acs5,place,"Altamont village, Missouri",185,181,0,0,29,,00910
2020,acs5,place,"Altenburg city, Missouri",345,332,0,0,29,,00928
2020,acs5,place,"Alton city, Missouri",638,600,10,0,29,,00964
2020,acs5,place,"Amazonia village, Missouri",310,289,0,0,29,,01018
2020,acs5,place,"Amity town, Missouri",56,56,0,0,29,,01054
2020,acs5,place,"Amoret city, Missouri",153,153,0,0,29,,01072
2020,acs5,place,"Amsterdam city, Missouri",200,194,0,4,29,,01090
2020,acs5,place,"Anderson city, Missouri",2362,1503,28,312,29,,01198
2020,acs5,place,"Annada village, Missouri",59,59,0,0,29,,01252
2020,acs5,place,"Annapolis city, Missouri",378,371,0,6,29,,01270
2020,acs5,place,"Anniston town, Missouri",222,210,2,10,29,,01288
2020,acs5,place,"Appleton City city, Missouri",1101,1055,0,23,29,,01522
2020,acs5,place,"Arbela town, Missouri",21,21,0,0,29,,01576
2020,acs5,place,"Arbyrd city, Missouri",417,309,0,102,29,,01630
2020,acs5,place,"Arcadia city, Missouri",619,591,2,11,29,,01648
2020,acs5,place,"Archie city, Missouri",1225,1142,0,29,29,,01702
2020,acs5,place,"Arcola village, Missouri",65,64,0,0,29,,01720
2020,acs5,place,"Argyle town, Missouri",168,146,0,0,29,,01828
2020,acs5,place,"Arkoe town, Missouri",63,63,0,0,29,,01864
2020,acs5,place,"Armstrong city, Missouri",262,260,2,0,29,,01954
2020,acs5,place,"Arnold city, Missouri",21144,19498,60,363,29,,01972
2020,acs5,place,"Arrow Point village, Missouri",113,113,0,0,29,,02034
2020,acs5,place,"Arrow Rock town, Missouri",37,35,0,0,29,,02044
2020,acs5,place,"Asbury city, Missouri",529,520,0,7,29,,02098
2020,acs5,place,"Ash Grove city, Missouri",1404,1335,3,36,29,,02188
2020,acs5,place,"Ashburn town, Missouri",0,0,0,0,29,,02152
2020,acs5,place,"Ashland city, Missouri",3956,3888,8,25,29,,02242
2020,acs5,place,"Ashley CDP, Missouri",57,57,0,0,29,,02260
2020,acs5,place,"Atlanta city, Missouri",572,522,9,13,29,,02422
2020,acs5,place,"Augusta town, Missouri",284,282,0,1,29,,02512
2020,acs5,place,"Aullville village, Missouri",94,94,0,0,29,,02530
2020,acs5,place,"Aurora Springs CDP, Missouri",155,155,0,0,29,,02584
2020,acs5,place,"Aurora city, Missouri",7461,6869,2,207,29,,02548
2020,acs5,place,"Auxvasse city, Missouri",1229,1143,4,40,29,,02638
2020,acs5,place,"Ava city, Missouri",2903,2888,13,0,29,,02674
2020,acs5,place,"Avalon CDP, Missouri",51,51,0,0,29,,02692
2020,acs5,place,"Avilla town, Missouri",41,41,0,0,29,,02746
2020,acs5,place,"Avondale city, Missouri",494,419,11,24,29,,02800
2020,acs5,place,"Bagnell town, Missouri",69,62,0,2,29,,02962
2020,acs5,place,"Baker village, Missouri",0,0,0,0,29,,03034
2020,acs5,place,"Bakersfield village, Missouri",284,263,0,11,29,,03052
2020,acs5,place,"Baldwin Park village, Missouri",90,88,0,2,29,,03124
2020,acs5,place,"Ballwin city, Missouri",30177,25547,432,752,29,,03160
2020,acs5,place,"Baring city, Missouri",108,108,0,0,29,,03322
2020,acs5,place,"Barnard city, Missouri",254,247,0,3,29,,03340
2020,acs5,place,"Barnett city, Missouri",226,197,19,5,29,,03376
2020,acs5,place,"Barnhart CDP, Missouri",6676,6298,13,20,29,,03394
2020,acs5,place,"Bates City city, Missouri",160,154,0,0,29,,03556
2020,acs5,place,"Battlefield city, Missouri",6375,5774,51,186,29,,03592
2020,acs5,place,"Bel-Nor village, Missouri",1516,672,723,15,29,,04348
2020,acs5,place,"Bel-Ridge village, Missouri",2686,231,2318,71,29,,04366
2020,acs5,place,"Bell City city, Missouri",494,426,0,0,29,,04132
2020,acs5,place,"Bella Villa city, Missouri",798,705,20,37,29,,04114
2020,acs5,place,"Belle city, Missouri",1254,1195,0,23,29,,04150
2020,acs5,place,"Bellefontaine Neighbors city, Missouri",10441,2036,8205,30,29,,04222
2020,acs5,place,"Bellerive Acres city, Missouri",376,203,163,7,29,,04248
2020,acs5,place,"Bellflower city, Missouri",336,301,4,0,29,,04330
2020,acs5,place,"Belton city, Missouri",23568,19317,1033,2035,29,,04384
2020,acs5,place,"Bennett Springs CDP, Missouri",171,171,0,0,29,,04525
2020,acs5,place,"Bent Tree Harbor CDP, Missouri",220,185,16,0,29,,04864
2020,acs5,place,"Benton City village, Missouri",139,139,0,0,29,,04834
2020,acs5,place,"Benton city, Missouri",885,819,47,6,29,,04798
2020,acs5,place,"Berger city, Missouri",158,156,0,0,29,,04888
2020,acs5,place,"Berkeley city, Missouri",8912,938,7782,101,29,,04906
2020,acs5,place,"Bernie city, Missouri",1906,1773,54,0,29,,04960
2020,acs5,place,"Bertrand city, Missouri",777,719,19,5,29,,04996
2020,acs5,place,"Bethany city, Missouri",3135,2903,61,126,29,,05068
2020,acs5,place,"Bethel village, Missouri",111,105,0,0,29,,05104
2020,acs5,place,"Beverly Hills city, Missouri",538,9,523,3,29,,05248
2020,acs5,place,"Bevier city, Missouri",671,638,12,0,29,,05266
2020,acs5,place,"Biehle CDP, Missouri",28,28,0,0,29,,05320
2020,acs5,place,"Big Lake village, Missouri",75,74,0,0,29,,05495
2020,acs5,place,"Big Spring CDP, Missouri",227,166,11,0,29,,05608
2020,acs5,place,"Bigelow village, Missouri",3,3,0,0,29,,05464
2020,acs5,place,"Billings city, Missouri",908,854,0,32,29,,05626
2020,acs5,place,"Birch Tree city, Missouri",629,616,0,0,29,,05734
2020,acs5,place,"Birmingham village, Missouri",172,155,0,16,29,,05824
2020,acs5,place,"Bismarck city, Missouri",1731,1576,100,0,29,,05878
2020,acs5,place,"Black Jack city, Missouri",6930,1233,5644,14,29,,06004
2020,acs5,place,"Blackburn city, Missouri",225,219,2,0,29,,05950
2020,acs5,place,"Blackwater city, Missouri",209,202,0,6,29,,06148
2020,acs5,place,"Blairstown city, Missouri",74,74,0,0,29,,06238
2020,acs5,place,"Blanchard CDP, Missouri",0,0,0,0,29,,06247
2020,acs5,place,"Bland city, Missouri",454,446,0,0,29,,06256
2020,acs5,place,"Blodgett village, Missouri",142,142,0,0,29,,06346
2020,acs5,place,"Bloomfield city, Missouri",2404,2337,19,6,29,,06382
2020,acs5,place,"Bloomsdale city, Missouri",828,753,70,0,29,,06454
2020,acs5,place,"Blue Eye town, Missouri",378,322,0,15,29,,06526
2020,acs5,place,"Blue Springs city, Missouri",55415,45033,4158,3596,29,,06652
2020,acs5,place,"Blue Summit CDP, Missouri",412,165,0,98,29,,06670
2020,acs5,place,"Blythedale village, Missouri",308,307,1,0,29,,06742
2020,acs5,place,"Bogard city, Missouri",114,113,0,0,29,,06832
2020,acs5,place,"Bolckow city, Missouri",194,191,0,3,29,,06922
2020,acs5,place,"Bolivar city, Missouri",11000,10008,244,431,29,,06976
2020,acs5,place,"Bonne Terre city, Missouri",7037,5500,1020,151,29,,07102
2020,acs5,place,"Boonville city, Missouri",8300,6669,819,241,29,,07318
2020,acs5,place,"Bosworth city, Missouri",173,166,0,0,29,,07426
2020,acs5,place,"Bourbon city, Missouri",1866,1653,0,40,29,,07534
2020,acs5,place,"Bowling Green city, Missouri",5259,4254,687,157,29,,07660
2020,acs5,place,"Bragg City town, Missouri",131,85,0,46,29,,07876
2020,acs5,place,"Brandsville city, Missouri",191,188,0,3,29,,07948
2020,acs5,place,"Branson West city, Missouri",557,488,4,3,29,,07989
2020,acs5,place,"Branson city, Missouri",11526,8718,818,1489,29,,07966
2020,acs5,place,"Brashear city, Missouri",143,142,0,0,29,,08002
2020,acs5,place,"Braymer city, Missouri",660,629,0,0,29,,08038
2020,acs5,place,"Breckenridge Hills city, Missouri",4590,2221,1555,476,29,,08164
2020,acs5,place,"Breckenridge city, Missouri",492,450,5,20,29,,08128
2020,acs5,place,"Brentwood city, Missouri",7986,6352,273,246,29,,08236
2020,acs5,place,"Brewer CDP, Missouri",466,466,0,0,29,,08272
2020,acs5,place,"Briarwood Estates CDP, Missouri",255,255,0,0,29,,08294
2020,acs5,place,"Bridgeton city, Missouri",11577,6910,2580,1390,29,,08398
2020,acs5,place,"Brimson village, Missouri",30,26,0,4,29,,08470
2020,acs5,place,"Bronaugh city, Missouri",193,193,0,0,29,,08614
2020,acs5,place,"Brookfield city, Missouri",4265,4007,46,129,29,,08650
2020,acs5,place,"Brooklyn Heights town, Missouri",99,86,4,0,29,,08776
2020,acs5,place,"Broseley CDP, Missouri",168,149,0,0,29,,08812
2020,acs5,place,"Browning city, Missouri",263,248,0,15,29,,08884
2020,acs5,place,"Brownington town, Missouri",107,89,0,0,29,,08902
2020,acs5,place,"Brumley town, Missouri",100,90,0,10,29,,08974
2020,acs5,place,"Brunswick city, Missouri",972,800,71,7,29,,09046
2020,acs5,place,"Bucklin city, Missouri",359,338,0,16,29,,09388
2020,acs5,place,"Buckner city, Missouri",3049,2916,5,87,29,,09424
2020,acs5,place,"Buell CDP, Missouri",30,30,0,0,29,,09496
2020,acs5,place,"Buffalo city, Missouri",3101,2760,3,151,29,,09514
2020,acs5,place,"Bull Creek village, Missouri",527,465,3,36,29,,09642
2020,acs5,place,"Bunceton city, Missouri",339,334,3,0,29,,09658
2020,acs5,place,"Bunker city, Missouri",264,233,4,8,29,,09694
2020,acs5,place,"Burfordville CDP, Missouri",83,67,0,16,29,,09784
2020,acs5,place,"Burgess CDP, Missouri",33,33,0,0,29,,09802
2020,acs5,place,"Burlington Junction city, Missouri",477,468,0,4,29,,09838
2020,acs5,place,"Butler city, Missouri",4125,3698,173,109,29,,10054
2020,acs5,place,"Butterfield city, Missouri",608,267,0,317,29,,10144
2020,acs5,place,"Byrnes Mill city, Missouri",2983,2819,0,73,29,,10240
2020,acs5,place,"Cabool city, Missouri",2611,2231,9,132,29,,10288
2020,acs5,place,"Cainsville city, Missouri",203,189,0,7,29,,10342
2020,acs5,place,"Cairo village, Missouri",230,221,0,2,29,,10360
2020,acs5,place,"Caledonia village, Missouri",190,190,0,0,29,,10432
2020,acs5,place,"Calhoun city, Missouri",324,288,0,3,29,,10450
2020,acs5,place,"California city, Missouri",4411,3550,133,590,29,,10468
2020,acs5,place,"Callao city, Missouri",319,319,0,0,29,,10486
2020,acs5,place,"Calverton Park city, Missouri",1430,632,611,5,29,,10612
2020,acs5,place,"Camden Point city, Missouri",498,459,0,4,29,,10792
2020,acs5,place,"Camden city, Missouri",200,197,0,3,29,,10738
2020,acs5,place,"Camdenton city, Missouri",4084,3693,82,120,29,,10810
2020,acs5,place,"Cameron city, Missouri",8941,7133,1082,319,29,,10828
2020,acs5,place,"Campbell city, Missouri",1768,1607,0,13,29,,10864
2020,acs5,place,"Canalou city, Missouri",186,180,0,6,29,,11026
2020,acs5,place,"Canton city, Missouri",2455,2022,165,71,29,,11134
2020,acs5,place,"Cape Girardeau city, Missouri",40100,31371,5063,1238,29,,11242
2020,acs5,place,"Cardwell city, Missouri",830,723,0,54,29,,11350
2020,acs5,place,"Carl Junction city, Missouri",8202,7506,73,16,29,,11368
2020,acs5,place,"Carrollton city, Missouri",3427,3214,13,90,29,,11566
2020,acs5,place,"Carterville city, Missouri",2157,1912,17,132,29,,11638
2020,acs5,place,"Carthage city, Missouri",14699,9210,224,4561,29,,11656
2020,acs5,place,"Caruthersville city, Missouri",5518,3045,2282,170,29,,11692
2020,acs5,place,"Carytown city, Missouri",235,230,0,0,29,,11728
2020,acs5,place,"Cassville city, Missouri",3206,2914,38,126,29,,11890
2020,acs5,place,"Castle Point CDP, Missouri",2390,86,2243,47,29,,11908
2020,acs5,place,"Catron town, Missouri",36,35,1,0,29,,12052
2020,acs5,place,"Cave town, Missouri",3,3,0,0,29,,12079
2020,acs5,place,"Cedar Hill CDP, Missouri",1625,1556,0,43,29,,12358
2020,acs5,place,"Cedar Hill Lakes village, Missouri",345,331,0,2,29,,12376
2020,acs5,place,"Center city, Missouri",467,443,12,0,29,,12592
2020,acs5,place,"Centertown town, Missouri",309,305,0,1,29,,12664
2020,acs5,place,"Centerview city, Missouri",256,250,0,3,29,,12682
2020,acs5,place,"Centerville city, Missouri",186,172,9,0,29,,12718
2020,acs5,place,"Centralia city, Missouri",4260,4093,0,0,29,,12898
2020,acs5,place,"Chaffee city, Missouri",2917,2697,179,0,29,,12988
2020,acs5,place,"Chain of Rocks village, Missouri",252,251,0,0,29,,13006
2020,acs5,place,"Chain-O-Lakes village, Missouri",83,79,0,0,29,,13015
2020,acs5,place,"Chamois city, Missouri",431,419,0,3,29,,13060
2020,acs5,place,"Champ village, Missouri",3,3,0,0,29,,13078
2020,acs5,place,"Charlack city, Missouri",1924,1044,605,90,29,,13330
2020,acs5,place,"Charleston city, Missouri",5478,2141,3105,87,29,,13366
2020,acs5,place,"Charmwood town, Missouri",10,7,0,0,29,,13390
2020,acs5,place,"Cherokee Pass CDP, Missouri",261,261,0,0,29,,13474
2020,acs5,place,"Chesapeake CDP, Missouri",0,0,0,0,29,,13582
2020,acs5,place,"Chesterfield city, Missouri",47603,36841,1746,1283,29,,13600
2020,acs5,place,"Chilhowee town, Missouri",382,350,0,9,29,,13654
2020,acs5,place,"Chillicothe city, Missouri",9106,8101,398,212,29,,13690
2020,acs5,place,"Chula city, Missouri",177,161,0,10,29,,13852
2020,acs5,place,"Clarence city, Missouri",1050,974,0,57,29,,13978
2020,acs5,place,"Clark city, Missouri",252,219,4,0,29,,14068
2020,acs5,place,"Clarksburg city, Missouri",280,266,0,12,29,,14140
2020,acs5,place,"Clarksdale city, Missouri",263,252,0,10,29,,14158
2020,acs5,place,"Clarkson Valley city, Missouri",2619,2299,0,104,29,,14176
2020,acs5,place,"Clarksville city, Missouri",508,486,19,0,29,,14194
2020,acs5,place,"Clarkton city, Missouri",1105,835,58,160,29,,14212
2020,acs5,place,"Claycomo village, Missouri",1786,1510,63,149,29,,14554
2020,acs5,place,"Clayton city, Missouri",16763,12214,1295,609,29,,14572
2020,acs5,place,"Clearmont city, Missouri",161,159,0,2,29,,14662
2020,acs5,place,"Cleveland city, Missouri",784,678,0,91,29,,14770
2020,acs5,place,"Clever city, Missouri",2742,2616,7,43,29,,14788
2020,acs5,place,"Cliff Village village, Missouri",14,14,0,0,29,,14806
2020,acs5,place,"Clifton Hill city, Missouri",76,76,0,0,29,,14896
2020,acs5,place,"Climax Springs CDP, Missouri",215,176,7,0,29,,14914
2020,acs5,place,"Clinton city, Missouri",8792,7825,258,372,29,,14986
2020,acs5,place,"Clyde village, Missouri",45,45,0,0,29,,15130
2020,acs5,place,"Cobalt village, Missouri",210,202,0,0,29,,15220
2020,acs5,place,"Coffey city, Missouri",163,162,0,0,29,,15274
2020,acs5,place,"Cole Camp city, Missouri",1334,1322,0,11,29,,15436
2020,acs5,place,"Collins village, Missouri",235,223,0,6,29,,15562
2020,acs5,place,"Columbia city, Missouri",122659,90459,13597,4173,29,,15670
2020,acs5,place,"Commerce village, Missouri",112,112,0,0,29,,15760
2020,acs5,place,"Conception CDP, Missouri",291,226,0,23,29,,15886
2020,acs5,place,"Conception Junction town, Missouri",216,210,0,0,29,,15922
2020,acs5,place,"Concord CDP, Missouri",18521,17626,172,188,29,,16030
2020,acs5,place,"Concordia city, Missouri",2709,2478,5,171,29,,16102
2020,acs5,place,"Coney Island village, Missouri",51,43,0,8,29,,16115
2020,acs5,place,"Connelsville CDP, Missouri",111,111,0,0,29,,16138
2020,acs5,place,"Conway city, Missouri",709,694,0,0,29,,16192
2020,acs5,place,"Cool Valley city, Missouri",1116,140,933,1,29,,16228
2020,acs5,place,"Cooter city, Missouri",347,334,0,9,29,,16336
2020,acs5,place,"Corder city, Missouri",631,588,8,3,29,,16408
2020,acs5,place,"Corning town, Missouri",5,5,0,0,29,,16462
2020,acs5,place,"Cosby village, Missouri",200,185,15,0,29,,16588
2020,acs5,place,"Cottleville city, Missouri",5439,5068,18,240,29,,16678
2020,acs5,place,"Country Club Hills city, Missouri",1232,45,1139,0,29,,16822
2020,acs5,place,"Country Club village, Missouri",2488,2134,143,94,29,,16802
2020,acs5,place,"Country Life Acres village, Missouri",52,48,0,2,29,,16876
2020,acs5,place,"Cowgill city, Missouri",211,208,0,0,29,,16984
2020,acs5,place,"Craig city, Missouri",137,126,0,0,29,,17056
2020,acs5,place,"Crane city, Missouri",1470,1379,7,12,29,,17074
2020,acs5,place,"Creighton city, Missouri",321,283,8,17,29,,17164
2020,acs5,place,"Crestwood city, Missouri",11859,11015,173,336,29,,17218
2020,acs5,place,"Creve Coeur city, Missouri",18627,13874,1616,646,29,,17272
2020,acs5,place,"Crocker city, Missouri",899,765,2,13,29,,17344
2020,acs5,place,"Cross Timbers city, Missouri",496,496,0,0,29,,17524
2020,acs5,place,"Crystal City city, Missouri",4733,4352,175,26,29,,17632
2020,acs5,place,"Crystal Lake Park city, Missouri",440,385,6,18,29,,17650
2020,acs5,place,"Crystal Lakes city, Missouri",455,403,3,8,29,,17660
2020,acs5,place,"Cuba city, Missouri",3305,2821,76,360,29,,17668
2020,acs5,place,"Curryville city, Missouri",248,237,3,0,29,,17902
2020,acs5,place,"Dadeville village, Missouri",248,216,0,5,29,,17992
2020,acs5,place,"Dalton town, Missouri",27,1,26,0,29,,18118
2020,acs5,place,"Danville CDP, Missouri",0,0,0,0,29,,18190
2020,acs5,place,"Dardenne Prairie city, Missouri",13385,11891,562,284,29,,18253
2020,acs5,place,"Darlington village, Missouri",62,62,0,0,29,,18316
2020,acs5,place,"Dawn CDP, Missouri",102,95,0,0,29,,18496
2020,acs5,place,"De Kalb town, Missouri",440,430,0,0,29,,18946
2020,acs5,place,"De Soto city, Missouri",6359,5780,86,19,29,,19252
2020,acs5,place,"De Witt city, Missouri",78,62,10,0,29,,19378
2020,acs5,place,"Dearborn city, Missouri",551,530,0,5,29,,18658
2020,acs5,place,"Deepwater city, Missouri",451,410,5,0,29,,18730
2020,acs5,place,"Deerfield village, Missouri",45,45,0,0,29,,18802
2020,acs5,place,"Deering CDP, Missouri",67,67,0,0,29,,18838
2020,acs5,place,"Defiance CDP, Missouri",68,68,0,0,29,,18910
2020,acs5,place,"Dellwood city, Missouri",5010,564,4311,0,29,,19018
2020,acs5,place,"Delta city, Missouri",464,454,0,0,29,,19072
2020,acs5,place,"Dennis Acres village, Missouri",57,33,0,24,29,,19090
2020,acs5,place,"Denton CDP, Missouri",93,93,0,0,29,,19144
2020,acs5,place,"Denver village, Missouri",25,25,0,0,29,,19162
2020,acs5,place,"Des Arc village, Missouri",276,275,0,0,29,,19198
2020,acs5,place,"Des Peres city, Missouri",8654,8123,78,90,29,,19270
2020,acs5,place,"Desloge city, Missouri",4901,4571,0,206,29,,19216
